epoch,train_loss,test_loss,train_acc,test_acc,chi_squared
0.0,0.6903586387634277,0.6820814609527588,52.75041251931252,56.46116480924873,20.702302440343544
1.0,0.6828944087028503,0.679294228553772,56.44189282800149,56.46113237848517,26.881526863716125
2.0,0.6803445816040039,0.6764429211616516,56.44501428899442,56.353932489528106,22.929538722390113
3.0,0.6775210499763489,0.6747260689735413,56.26857877367608,55.68577768322408,66.65555821779289
4.0,0.6757972836494446,0.6737791299819946,55.62701313964816,55.06127468467569,131.0579197876998
5.0,0.6749088168144226,0.672614336013794,55.035062520026,54.72156243635463,157.13391152444078
6.0,0.6738393306732178,0.671177089214325,54.724610928129536,54.596914796600736,144.6995745518633
7.0,0.6725800037384033,0.6697670221328735,54.631376536731736,54.59123941297723,121.59400650665417
8.0,0.6713355183601379,0.6684402227401733,54.63978015833996,54.60884931759187,107.08167196468683
9.0,0.6702078580856323,0.6670883893966675,54.65735357834559,54.624967407082615,105.05105939460151
0.0,0.6905167102813721,0.6798623204231262,53.13986545124813,56.46118102463051,35.28773515639374
1.0,0.6804971694946289,0.6781964898109436,56.44505888129433,56.45933247110744,32.4300801471135
2.0,0.6791908144950867,0.6765462160110474,56.439967251414956,56.38020140801403,27.973162890574542
3.0,0.6776847839355469,0.6743307113647461,56.30929559732925,55.912468720528544,26.797358297841217
4.0,0.6754757165908813,0.6729145646095276,55.82125719800797,55.184754816941314,75.95183662878478
5.0,0.6740478277206421,0.6721484065055847,55.1314426954894,54.59517975075012,137.7937196603357
6.0,0.6732615232467651,0.6711399555206299,54.59632698901116,54.33879834940386,159.19636078731244
7.0,0.6722732186317444,0.669720470905304,54.38223124950543,54.3770180042627,141.49050589397498
8.0,0.6709174513816833,0.6682382225990295,54.42077115815446,54.52939394686285,112.05200595371258
9.0,0.6695518493652344,0.6668913960456848,54.553072458109185,54.665635584590454,90.41624098469958
0.0,0.687657356262207,0.6804317831993103,54.734088818780776,56.46118102463051,33.75947243925548
1.0,0.6814008355140686,0.6771624088287354,56.451472064788874,56.431393368298025,29.538303827125727
2.0,0.6782089471817017,0.6741632223129272,56.373942270646396,55.9301434866703,31.62910060762034
3.0,0.6752085089683533,0.6729829907417297,55.85190832342033,55.1412651630035,107.18636214635612
4.0,0.6740725040435791,0.672355055809021,55.08926243363044,54.53226406943815,189.3669045780142
5.0,0.6735127568244934,0.6711286902427673,54.58391006041202,54.307421585656776,210.0139419054514
6.0,0.6723755598068237,0.6695458889007568,54.38149344963438,54.31139435419323,184.2410838892868
7.0,0.6709212064743042,0.6680778861045837,54.39787909292452,54.422129196378656,150.41645508802418
8.0,0.6695349812507629,0.6667774319648743,54.505954612497774,54.52242133269682,128.8040529319813
9.0,0.6683088541030884,0.6655184626579285,54.622279707552345,54.62462688406521,120.62462598917362
0.0,0.7067983150482178,0.6865376234054565,43.86136724207489,56.17403904404487,314.85167611902136
1.0,0.6872593760490417,0.6800341010093689,55.223704163980315,56.46118102463051,63.26180997529974
2.0,0.6808435320854187,0.6797561645507812,56.42700710752614,56.46108373233982,20.002501693222676
3.0,0.6808569431304932,0.6788846850395203,56.43993887449684,56.449457303602536,22.30122016391625
4.0,0.6801177263259888,0.6763378381729126,56.405233903639115,56.34687879845318,21.472689040229756
5.0,0.6775698065757751,0.6740542650222778,56.248946000184205,55.96544437280849,49.899150694855685
6.0,0.6752098202705383,0.6729340553283691,55.857263453253644,55.35814589433019,113.42834875197676
7.0,0.6740230917930603,0.6725056767463684,55.27774192376695,54.76224682924424,184.60211981173893
8.0,0.6735339760780334,0.6719226241111755,54.74094792527433,54.360624253281664,232.7888428857363
9.0,0.6729752421379089,0.670799195766449,54.36843195960943,54.14752170591005,246.54093631207112
0.0,0.6979790329933167,0.6826770305633545,46.40640384343465,56.301751390955445,229.964309223144
1.0,0.6829310059547424,0.6780810356140137,56.046051035644005,56.45991622485157,23.448581288515943
2.0,0.6792767643928528,0.6785992383956909,56.4366552596861,56.45221391850538,35.85459739420362
3.0,0.680381715297699,0.6762261986732483,56.427501676670474,56.3900927909007,23.540724490019024
4.0,0.6779272556304932,0.6734625697135925,56.3191302263797,56.035251591377566,35.41997164123295
5.0,0.674799382686615,0.6723291277885437,55.97193052552106,55.423007421455935,100.28808732490045
6.0,0.6733735799789429,0.6722173094749451,55.36327806266402,54.6651653385188,178.52879217771496
7.0,0.6731054186820984,0.6717957258224487,54.729880927208505,54.29715724898914,224.5312303553347
8.0,0.6726903915405273,0.670648455619812,54.375574835284155,54.177147208424735,228.44059441803716
9.0,0.6716614365577698,0.6691851019859314,54.233386206288195,54.17657967006239,203.5287409112013
