epoch,train_loss,test_loss,train_acc,test_acc,chi_squared
0.0,0.6977454423904419,0.685917317867279,43.79724071290531,78.70227614343999,507.8877825057514
1.0,0.6554097533226013,0.6727144122123718,72.81392929997853,78.70227614343999,468.121984166151
2.0,0.6100103259086609,0.6572394967079163,77.17181796220743,78.70227614343999,431.2979315553399
3.0,0.5595616698265076,0.6362705826759338,78.1776358170496,78.70227614343999,395.774144821979
4.0,0.5103153586387634,0.605379581451416,78.53729600601245,78.70173931715698,359.3084386504503
5.0,0.4694473445415497,0.5618832111358643,78.66277243933864,78.70039725144943,322.1868873111539
6.0,0.44281885027885437,0.5133266448974609,78.69704879750913,78.70227614343999,295.1963847517917
7.0,0.4340234696865082,0.47489383816719055,78.70320887910673,78.70227614343999,292.5483168782562
8.0,0.43720418214797974,0.4519942104816437,78.70392688426026,78.70227614343999,313.5868815541179
9.0,0.43718773126602173,0.44111719727516174,78.70396043590294,78.70227614343999,345.81653265989235
0.0,0.6839838027954102,0.6679087281227112,64.5203188748121,78.70227614343999,445.67902613364726
1.0,0.6461670398712158,0.6542389988899231,78.19743799656432,78.70227614343999,405.3670096514888
2.0,0.607331395149231,0.638448178768158,78.67581060768735,78.70227614343999,366.4214587981195
3.0,0.5617461800575256,0.6184466481208801,78.70053816834871,78.70227614343999,327.94540743641016
4.0,0.5131294131278992,0.5914281010627747,78.70263850118103,78.70227614343999,290.09420411940675
5.0,0.47057241201400757,0.5550279021263123,78.70261165986688,78.70227614343999,255.07103403809057
6.0,0.44233813881874084,0.5119485855102539,78.70315519647842,78.70227614343999,229.29016668021185
7.0,0.4310838282108307,0.4746656119823456,78.70375241571827,78.70227614343999,221.51659147743413
8.0,0.4311707615852356,0.4514347314834595,78.70378596736096,78.70227614343999,233.3564497134534
9.0,0.4300830364227295,0.4396461546421051,78.70364505046167,78.70227614343999,265.8593831713291
0.0,0.662898063659668,0.6575696468353271,76.92426052179515,78.70227614343999,409.43889709383313
1.0,0.62758868932724,0.6455583572387695,78.69543160833155,78.70227614343999,375.48391222648183
2.0,0.5859576463699341,0.6304149031639099,78.7035980781619,78.70227614343999,339.37906331967304
3.0,0.5405388474464417,0.6099209785461426,78.7035980781619,78.70227614343999,301.1673432062104
4.0,0.5002715587615967,0.581760585308075,78.70139038007301,78.70227614343999,263.22977483953275
5.0,0.47303104400634766,0.5471616387367249,78.69004321451578,78.70227614343999,233.5268615613188
6.0,0.4602500796318054,0.5142213702201843,78.66605378999355,78.70227614343999,221.19774666657202
7.0,0.45222339034080505,0.48976901173591614,78.64951283014815,78.70227614343999,228.78944548093355
8.0,0.4412630796432495,0.4740126430988312,78.65661235774104,78.70227614343999,255.31740727828944
9.0,0.43158137798309326,0.4644771218299866,78.6730929246296,78.70227614343999,293.7769941978974
0.0,0.6574336290359497,0.6528090834617615,78.6050032209577,78.70227614343999,394.4639363289627
1.0,0.625365138053894,0.6423414945602417,78.70367189177581,78.70227614343999,365.1520577106992
2.0,0.5884231328964233,0.6300107836723328,78.7039872772171,78.70227614343999,336.9049671522342
3.0,0.5466132164001465,0.6140374541282654,78.7039872772171,78.70227614343999,310.13167210810747
4.0,0.503919243812561,0.5917062163352966,78.7039872772171,78.70227614343999,285.99945593747293
5.0,0.4673514664173126,0.559586763381958,78.7039872772171,78.70227614343999,266.07966108363553
6.0,0.44248855113983154,0.5190510153770447,78.7039872772171,78.70227614343999,253.1213389796455
7.0,0.4297827482223511,0.47959640622138977,78.7039872772171,78.70227614343999,247.12166913212832
8.0,0.42692163586616516,0.4503113031387329,78.7039872772171,78.70227614343999,250.60081927571088
9.0,0.42634478211402893,0.43309444189071655,78.7039872772171,78.70227614343999,267.40335808431144
0.0,0.6630046963691711,0.645157516002655,74.97477587502685,78.70227614343999,370.60018674005187
1.0,0.6305460929870605,0.6335630416870117,78.6527069465321,78.70227614343999,339.3892301769595
2.0,0.5967711210250854,0.619836151599884,78.70315519647842,78.70227614343999,309.2241399406288
3.0,0.5584480166435242,0.6027448773384094,78.70397385656001,78.70227614343999,281.6061226539692
4.0,0.5198036432266235,0.5804387331008911,78.70399398754563,78.70227614343999,257.9200214922144
5.0,0.4851036071777344,0.5506664514541626,78.7039872772171,78.70227614343999,239.71817902955812
6.0,0.45820319652557373,0.5125109553337097,78.7039872772171,78.70227614343999,228.7999109092263
7.0,0.4411868155002594,0.4730146527290344,78.7039872772171,78.70227614343999,227.43512575184855
8.0,0.4327607750892639,0.44219812750816345,78.7039872772171,78.70227614343999,228.6437974514014
9.0,0.4290851056575775,0.423117995262146,78.7039872772171,78.70227614343999,225.98331801769123
