epoch,train_loss,test_loss,train_acc,test_acc,chi_squared
0.0,0.6796337366104126,0.6168830394744873,65.48855217951471,78.70227614343999,362.22285268770884
1.0,0.6177773475646973,0.5649144053459167,78.66866410779471,78.70227614343999,249.5183517396
2.0,0.5663397312164307,0.5202468037605286,78.70387320163195,78.70227614343999,186.83101520226407
3.0,0.5227212905883789,0.48852935433387756,78.70398056688856,78.70227614343999,180.8094765368209
4.0,0.4924405813217163,0.47498324513435364,78.7039872772171,78.70227614343999,212.69072287792022
5.0,0.4801158010959625,0.4742295742034912,78.70394030491732,78.70227614343999,234.61589183700198
6.0,0.4799344837665558,0.47339528799057007,78.70373228473267,78.70227614343999,222.17830055000718
7.0,0.47905224561691284,0.4677712321281433,78.69888742752845,78.69519003650419,196.73018120405425
8.0,0.4731637239456177,0.4595853090286255,78.63245517500536,78.50308675112734,187.41187761363648
9.0,0.4645054340362549,0.45151710510253906,78.34087126905733,78.03510843890918,205.70411118808752
0.0,0.7115992307662964,0.6350672245025635,36.2462958986472,78.34048207000215,342.14241772874755
1.0,0.6352294683456421,0.5714747309684753,77.29271124114237,78.70222246081168,217.32685340975257
2.0,0.5726331472396851,0.5203326344490051,78.67993745973803,78.70227614343999,183.3611283950523
3.0,0.5232225656509399,0.4890688359737396,78.70140380073009,78.70227614343999,230.68392604937281
4.0,0.4938722252845764,0.4795330762863159,78.70278612840885,78.70227614343999,301.06087156401725
5.0,0.485738068819046,0.4798174202442169,78.70287336267984,78.70227614343999,323.9193454545266
6.0,0.4864947497844696,0.4766392409801483,78.69945109512561,78.7011756495598,283.5312276341538
7.0,0.48315098881721497,0.46848759055137634,78.67052286879965,78.64985505690359,222.1213729839435
8.0,0.47455766797065735,0.4590829908847809,78.5098641829504,78.29463710543268,188.14596192859472
9.0,0.4645788371562958,0.4512086510658264,78.0512467790423,77.61335086965857,198.29998273260153
0.0,0.7300934791564941,0.6658663749694824,23.776371591153104,75.47629911960489,490.0386098907371
1.0,0.6656690835952759,0.6100303530693054,71.94083503328324,78.7010682843032,336.14810423979935
2.0,0.6103988885879517,0.5564050674438477,78.56411718917758,78.70227614343999,224.2163234548418
3.0,0.5580294132232666,0.5109333992004395,78.6941432252523,78.70227614343999,176.626189924017
4.0,0.5145058035850525,0.48368409276008606,78.70247745329611,78.70227614343999,197.86695933795053
5.0,0.4893471896648407,0.47619667649269104,78.70339005797724,78.70227614343999,242.4134045447327
6.0,0.4832626283168793,0.4761945605278015,78.70342360961993,78.70227614343999,253.29382364104697
7.0,0.48362597823143005,0.4718724489212036,78.70294717629375,78.70227614343999,224.4238305041582
8.0,0.4788825213909149,0.46282753348350525,78.69648512991196,78.70155142795792,190.89499802696974
9.0,0.4692964255809784,0.4531113803386688,78.65360613055616,78.62824779901224,184.99605393672329
0.0,0.7065548896789551,0.6388184428215027,36.24130341421516,78.64255421945458,394.5440322024822
1.0,0.6389448046684265,0.5773921012878418,77.49845662443633,78.70200773029848,255.33758782041934
2.0,0.5785842537879944,0.5248812437057495,78.68441324887266,78.70227614343999,184.44623642460712
3.0,0.5278117656707764,0.490482360124588,78.70182655142796,78.70227614343999,193.4963966054936
4.0,0.49549171328544617,0.47824451327323914,78.70322901009233,78.70227614343999,242.5345511227896
5.0,0.4848896265029907,0.4777176082134247,78.70353768520508,78.70227614343999,264.6767867709155
6.0,0.4848631024360657,0.47477859258651733,78.70278612840885,78.70224930212584,239.64792719370473
7.0,0.48171451687812805,0.46711164712905884,78.69333127549925,78.69272063560231,201.01665955550547
8.0,0.4734916388988495,0.4581793546676636,78.61502174146446,78.52633132918187,185.55654985291588
9.0,0.46401485800743103,0.45061856508255005,78.29544905518574,77.98491518144728,203.85183543502373
0.0,0.6634840965270996,0.6052760481834412,74.17873631092978,78.70227614343999,276.75232781748525
1.0,0.6057381629943848,0.5583780407905579,78.70347729224822,78.70227614343999,191.90419934211428
2.0,0.559709370136261,0.5207386612892151,78.7039872772171,78.70227614343999,185.51380050240587
3.0,0.523370087146759,0.4955465793609619,78.70398056688856,78.70227614343999,238.77711541673153
4.0,0.499713659286499,0.48372483253479004,78.7039872772171,78.70227614343999,298.4549348702451
5.0,0.48917722702026367,0.47898879647254944,78.7039872772171,78.70227614343999,310.9038412437523
6.0,0.48500651121139526,0.4737004339694977,78.70391346360319,78.70227614343999,271.1029139305168
7.0,0.47973084449768066,0.46643006801605225,78.70064553360532,78.69156645909385,216.61688039172978
8.0,0.4721975028514862,0.4589066207408905,78.62575826712475,78.51610478849045,184.56134445809047
9.0,0.4642977714538574,0.45256876945495605,78.28443069572685,78.04149667167705,186.5846939634534
